lang	pool	kind	meta	value
de	outcome.timeup.easy.pool	ASCII_LIKE	15	"Nicht jeder Anlauf trägt bis ans Ziel.
Dieser hier trug dich immerhin weiter."
de	outcome.timeup.easy.pool	ASCII_LIKE	16	"Die Zeit war unerbittlich.
Du kannst es erneut aufnehmen."
de	outcome.timeup.normal.pool	ASCII_LIKE	1	"Die Zeit ist abgelaufen.
Doch der Weg ist noch nicht zu Ende."
de	outcome.timeup.normal.pool	ASCII_LIKE	2	"Nicht weit genug.
Aber weiter als zuvor."
de	outcome.timeup.normal.pool	ASCII_LIKE	3	"Der Lauf endete hier.
Die Richtung bleibt bestehen."
de	outcome.timeup.normal.pool	ASCII_LIKE	4	"Die Zeit war schneller.
Diesmal."
de	outcome.timeup.normal.pool	ASCII_LIKE	5	"Zu spät für den Abschluss.
Nicht zu spät für den nächsten Versuch."
de	outcome.timeup.normal.pool	ENGLISH_LIKE	6	"Der Moment ist vorbei.
Die Spur bleibt."
de	outcome.timeup.normal.pool	ASCII_LIKE	7	"Es hat nicht gereicht.
Doch es war nicht leer."
de	outcome.timeup.normal.pool	ASCII_LIKE	8	"Die Zeit schloss sich.
Der Weg muss es nicht tun."
de	outcome.timeup.normal.pool	ASCII_LIKE	9	"Der Lauf verstummte.
Nicht dein Wille."
de	outcome.timeup.normal.pool	ASCII_LIKE	10	"Diesmal blieb das Ende fern.
Die Erkenntnis nicht."
de	outcome.timeup.normal.pool	ASCII_LIKE	11	"Du bist nicht angekommen.
Aber du bist gegangen."
de	outcome.timeup.normal.pool	ASCII_LIKE	12	"Die Uhr blieb unerbittlich.
Du kannst es erneut aufnehmen."
de	outcome.timeup.normal.pool	ASCII_LIKE	13	"Der Schritt kam.
Nur das Ziel kam nicht mehr rechtzeitig."
de	outcome.timeup.normal.pool	ASCII_LIKE	14	"Die Zeit war vorbei,
bevor der Weg es war."
de	outcome.timeup.normal.pool	ASCII_LIKE	15	"Nicht jeder Lauf wird vollendet.
Dieser hat dennoch etwas getragen."
de	outcome.timeup.normal.pool	ASCII_LIKE	16	"Es endete früher,
als du es gewollt hättest."
de	outcome.timeup.normal.pool	ASCII_LIKE	17	"Die Strecke blieb offen.
Die Zeit tat es nicht."
de	outcome.timeup.normal.pool	ASCII_LIKE	18	"Was fehlte, war nicht Mut.
Nur Zeit."
de	outcome.timeup.normal.pool	ASCII_LIKE	19	"Der Versuch brach ab.
Die Möglichkeit nicht."
de	outcome.timeup.normal.pool	ASCII_LIKE	20	"Die Zeit nahm dir das Ende.
Nicht den nächsten Anfang."
de	outcome.timeup.hard.pool	ASCII_LIKE	1	"Sogar das Polarlicht vergeht.
Komm mit neuem Schritt zurück."
de	outcome.timeup.hard.pool	ASCII_LIKE	2	"In einer zerbrechlichen Welt
zerschellt Eile vor der Klarheit."
de	outcome.timeup.hard.pool	ASCII_LIKE	3	"Der Augenblick ist vergangen.
Sein Sinn nicht."
de	outcome.timeup.hard.pool	ASCII_LIKE	4	"Der Winter kann warten.
Du kannst es auch."
de	outcome.timeup.hard.pool	ASCII_LIKE	5	"Der Himmel zog weiter.
Du wirst es auch tun."
de	outcome.timeup.hard.pool	ASCII_LIKE	6	"Die Geschichte geht weiter.
Zu Ende ist sie noch nicht."
de	outcome.timeup.hard.pool	ASCII_LIKE	7	"Die Sterne waren da.
Und du kannst wiederkommen."
de	outcome.timeup.hard.pool	ASCII_LIKE	8	"Das Eis kennt Geduld.
Du wirst sie ebenfalls brauchen."
de	outcome.timeup.hard.pool	ASCII_LIKE	9	"Der Himmel zog weiter.
Du kannst es auch."
de	outcome.timeup.hard.pool	ASCII_LIKE	10	"Der Norden hat warten gelernt.
Lern du es ebenfalls."
de	outcome.timeup.hard.pool	ASCII_LIKE	11	"Dies ist nur ein Zwischenstück.
Vorbei ist es noch nicht."
de	outcome.timeup.hard.pool	ASCII_LIKE	12	"Wie ziehende Wolken:
Verlier deinen Fluss nicht."
de	outcome.timeup.hard.pool	ASCII_LIKE	13	"Der Klang war nah.
Die Distanz war real.
Doch dieser Augenblick ließ sich nicht halten."
de	outcome.timeup.hard.pool	ASCII_LIKE	14	"Du warst nah dran.
Nur die Zeit war es nicht."
de	outcome.timeup.hard.pool	ASCII_LIKE	15	"Die Welt blieb bei ihren Regeln.
Du hast ihren Rand berührt."
de	outcome.timeup.hard.pool	ASCII_LIKE	16	"Den Schatz hast du nicht erreicht.
Doch das Signal war echt."
de	outcome.timeup.hard.pool	ASCII_LIKE	17	"Nichts hat sich verändert.
Nur dein Standpunkt."
de	outcome.timeup.hard.pool	ASCII_LIKE	18	"Kein Glück.
Nur Ausrichtung."
de	outcome.timeup.hard.pool	ENGLISH_LIKE	19	"Der Moment ist entglitten,
aber die Spur blieb."
de	outcome.timeup.hard.pool	ASCII_LIKE	20	"Du hast zerbrechlichen Boden überquert
und den Horizont ungebrochen gelassen."
de	outcome.timeup.hard.pool	ASCII_LIKE	21	"Zu Ende ging nur die Zeit.
Nicht die Möglichkeit."
de	outcome.timeup.hard.pool	ASCII_LIKE	22	"Die Sonne sank,
und Schatten legten sich erneut über die Welt."
de	outcome.timeup.hard.pool	ASCII_LIKE	23	"Die letzten Sandkörner fielen,
und die Geschichte klang leise aus."
de	outcome.timeup.hard.pool	ENGLISH_LIKE	24	"Der Wind strich hindurch,
und die Spuren vergingen spurlos."
de	outcome.timeup.hard.pool	ASCII_LIKE	25	"Die Flut kam,
und was da war, kehrte ins Meer zurück."
de	outcome.timeup.hard.pool	ASCII_LIKE	26	"Stille.
Nur die Zeit ging weiter."
de	outcome.timeup.hard.pool	ASCII_LIKE	27	"Sieg und Niederlage
sind kaum mehr als Körner im Sand."
de	outcome.timeup.hard.pool	ASCII_LIKE	28	"Der Weg geht weiter — oder endet.
So oder so ruht er auf derselben Erde."
de	outcome.timeup.hard.pool	ASCII_LIKE	29	"Die Zeit dieser Runde ist vorbei.
Das Land bleibt."
de	outcome.timeup.hard.pool	ASCII_LIKE	30	"Der Weg ist noch da.
Nur deine Schritte hielten an."
de	outcome.timeup.hard.pool	ASCII_LIKE	31	"Deine Zeit lief ab.
Der Himmel nicht."
de	outcome.timeup.hard.pool	ASCII_LIKE	32	"Es war keine Zurückweisung.
Nur Stille."
de	outcome.timeup.hard.pool	ASCII_LIKE	33	"Die Welt ist noch unversehrt.
Du kannst verändert zurückkehren."
de	outcome.timeup.hard.pool	ASCII_LIKE	34	"Die Zeit dieser Runde endete.
Der Wald bleibt."
de	outcome.timeup.hard.pool	ASCII_LIKE	35	"Die Distanz schloss sich.
Die Zeit behielt ihren Takt."
de	outcome.timeup.hard.pool	ASCII_LIKE	36	"Deine Zeit kam zum Stillstand.
Der Himmel zog weiter."
de	outcome.timeup.hard.pool	ASCII_LIKE	37	"Keine Zurückweisung.
Nur Stille."
de	outcome.timeup.hard.pool	ASCII_LIKE	38	"Der Weg ist noch hier.
Du kannst verändert zurückkehren."
es	outcome.success.easy.pool	ENGLISH_LIKE	1	"You’ve made it.
The truth remains."
es	outcome.success.easy.pool	ENGLISH_LIKE	2	"Even if it was only a small step,
you held your ground."
es	outcome.success.easy.pool	ENGLISH_LIKE	3	"You listened.
 The path opened."
es	outcome.success.easy.pool	ENGLISH_LIKE	4	"> You made it here
> 
> The rules were simple —
> 
> the choice was yours."
es	outcome.success.easy.pool	ENGLISH_LIKE	5	"> Distance became meaning.
> 
> and time answered your footsteps."
es	outcome.success.easy.pool	ENGLISH_LIKE	6	"> Not everything shines forever.
> 
> But this moment did."
es	outcome.success.easy.pool	ENGLISH_LIKE	7	"Light fell evenly, ,
and every shadow vanished."
es	outcome.success.easy.pool	ENGLISH_LIKE	8	"The wind fell silent.
and everything returned to where it belonged."
es	outcome.success.easy.pool	ENGLISH_LIKE	9	"A moment of silence.
The world steadied its breath."
es	outcome.success.easy.pool	ENGLISH_LIKE	10	"The record is etched deep in the sand—
beyond the reach of the wind."
es	outcome.success.easy.pool	ENGLISH_LIKE	11	"Harmony was restored.
Everything had been for this moment."
es	outcome.success.easy.pool	ENGLISH_LIKE	12	"Time slipped by in silence,
tucked away in the corners of memory."
es	outcome.success.easy.pool	ENGLISH_LIKE	13	"The sky shifted in color,
and one story came to its end."
es	outcome.success.easy.pool	ENGLISH_LIKE	14	"The waves grew calm,
and the sea hid its depths once more."
es	outcome.success.easy.pool	ENGLISH_LIKE	15	"The footsteps stopped,
and only the place remained."
es	outcome.success.easy.pool	ENGLISH_LIKE	16	"Victory and defeat 
are nothing more than grains of sand."
es	outcome.success.easy.pool	ENGLISH_LIKE	17	"The road goes on—or it ends.
Either way, it lies on the same earth."
es	outcome.success.normal.pool	ENGLISH_LIKE	1	"The distance has found its meaning.
Time has rewarded your journey."
es	outcome.success.normal.pool	ENGLISH_LIKE	2	"The time is up.
but the rest is far from over."
es	outcome.success.normal.pool	ENGLISH_LIKE	3	"The axis is found.
the world has cased its motion."
es	outcome.success.normal.pool	ENGLISH_LIKE	4	"The glass held its breath,
and you held your ground."
es	outcome.success.normal.pool	ENGLISH_LIKE	5	"Under the stillness of the sky,
your spirit did not waver."
es	outcome.success.normal.pool	ENGLISH_LIKE	6	"Few things shine forever.
but this moment was radiant."
es	outcome.success.normal.pool	ENGLISH_LIKE	7	"You traversed the fragile earth,
without losing the view."
es	outcome.success.normal.pool	ENGLISH_LIKE	8	"The moment has passed.
The legacy remains."
es	outcome.success.normal.pool	ASCII_LIKE	9	"Luck fades fast.
order endures."
es	outcome.success.normal.pool	ENGLISH_LIKE	10	"The sky knows no pause in endless circle,
nor shall you find yours."
es	outcome.success.normal.pool	ENGLISH_LIKE	11	"The center has been reached.
The world stood still."
es	outcome.success.normal.pool	ENGLISH_LIKE	12	"Finally here.
The truth remains unyielding."
es	outcome.success.normal.pool	ENGLISH_LIKE	13	"You have seen it through.
And mark this: it was you, and no one else, who chose this path."
es	outcome.success.normal.pool	ENGLISH_LIKE	14	"Time drifted into silence,
finding its place in the recesses of the mind."
es	outcome.success.normal.pool	ENGLISH_LIKE	15	"As the sky transformed,
the tale found its final resolved."
es	outcome.success.normal.pool	ENGLISH_LIKE	16	"The waters fell calm,
and the sky once more veiled its abyss."
es	outcome.success.normal.pool	ENGLISH_LIKE	17	"The footsteps ceased,
only the place remained."
es	outcome.success.normal.pool	ENGLISH_LIKE	18	"Light fell evenly, ,
and every shadow vanished."
es	outcome.success.normal.pool	ENGLISH_LIKE	19	"The wind fell silent.
and everything returned to where it belonged."
es	outcome.success.normal.pool	ENGLISH_LIKE	20	"A moment of silence.
The world steadied its breath."
es	outcome.success.normal.pool	ENGLISH_LIKE	21	"The record is etched deep in the sand—
beyond the reach of the wind."
es	outcome.success.normal.pool	ENGLISH_LIKE	22	"Harmony was restored.
Everything had been for this moment."
es	outcome.success.normal.pool	ENGLISH_LIKE	23	"RUN COMPLETE.
Clear. Found it.
That's enough."
es	outcome.success.normal.pool	ENGLISH_LIKE	24	"RUN COMPLETE.
The path held.
So did you."
es	outcome.success.normal.pool	ENGLISH_LIKE	25	"The sky has kept moving.
So can you."
es	outcome.success.normal.pool	ENGLISH_LIKE	26	"RUN COMPLETE.
A quiet result.
The weight of real work."
es	outcome.success.normal.pool	ENGLISH_LIKE	27	"You only walked the path
the world had laid out for you."
es	outcome.success.normal.pool	ENGLISH_LIKE	28	"The ground didn’t give way.
It trusted your steps."
es	outcome.success.normal.pool	ENGLISH_LIKE	29	"This moment aligned
with the stars’ ancient rhythm."
es	outcome.success.normal.pool	ENGLISH_LIKE	30	"You didn’t take anything.
 You understood something."
es	outcome.success.normal.pool	ENGLISH_LIKE	31	"You didn’t gain a thing.
You only saw the truth for what it was."
es	outcome.success.normal.pool	ENGLISH_LIKE	32	"You didn’t take this place.
You belonged here."
es	outcome.success.normal.pool	ENGLISH_LIKE	33	"You walked a road
older than memory itself."
es	outcome.success.normal.pool	ENGLISH_LIKE	34	"The earth did not resist.
It recognized you."
es	outcome.success.normal.pool	ENGLISH_LIKE	35	"This moment aligned
 with the stillness of the stars."
es	outcome.success.hard.pool	ENGLISH_LIKE	1	"In the north wind,
clarity outlasts speed."
es	outcome.success.hard.pool	ENGLISH_LIKE	2	"The center was found.
 The world came to rest."
es	outcome.success.hard.pool	ENGLISH_LIKE	3	"The stars stay silent.
Your record does the speaking."
es	outcome.success.hard.pool	ENGLISH_LIKE	4	"The result  remained.
The position changed."
es	outcome.success.hard.pool	ENGLISH_LIKE	5	"Between ice and glass,
you chose control."
es	outcome.success.hard.pool	ENGLISH_LIKE	6	"The waves fell quiet,
and the sea reclaimed its hidden depths."
es	outcome.success.hard.pool	ENGLISH_LIKE	7	"Some treasures still await.
Next time, a different path."
es	outcome.success.hard.pool	ENGLISH_LIKE	8	"The sky didn’t change.
You did."
es	outcome.success.hard.pool	ENGLISH_LIKE	9	"The moment passed.
What remained was order."
es	outcome.success.hard.pool	ENGLISH_LIKE	10	"Winter is honest.
So was your run."
es	outcome.success.hard.pool	ENGLISH_LIKE	11	"The stars aligned for a moment.
You noticed."
es	outcome.success.hard.pool	ENGLISH_LIKE	12	"The distance closed.
Time did not."
es	outcome.success.hard.pool	ENGLISH_LIKE	13	"The world’s rules stood firm.
 And the signal of possibility was real."
es	outcome.success.hard.pool	ENGLISH_LIKE	14	"The path closed quietly.
You were already through."
es	outcome.success.hard.pool	ENGLISH_LIKE	15	"Nothing changed.
Only your position did."
es	outcome.success.hard.pool	ASCII_LIKE	16	"Not luck.
Alignment."
es	outcome.success.hard.pool	ENGLISH_LIKE	17	"The moment passed.
The record remains."
es	outcome.success.hard.pool	ENGLISH_LIKE	18	"The outcome didn’t change.
Still, you moved forward."
es	outcome.success.hard.pool	ENGLISH_LIKE	19	"The output didn’t change.
But you reached a new level."
es	outcome.success.hard.pool	ENGLISH_LIKE	20	"The ending was the same.
But the one who reached it had changed."
es	outcome.success.hard.pool	ENGLISH_LIKE	21	"The destination is the same
—but you’re no longer the traveler you once were."
es	outcome.success.hard.pool	ENGLISH_LIKE	22	"Light fell evenly, ,
and every shadow vanished."
es	outcome.success.hard.pool	ENGLISH_LIKE	23	"The wind fell silent.
and everything returned to where it belonged."
es	outcome.success.hard.pool	ENGLISH_LIKE	24	"A moment of silence.
The world steadied its breath."
es	outcome.success.hard.pool	ENGLISH_LIKE	25	"The record is etched deep in the sand—
beyond the reach of the wind."
es	outcome.success.hard.pool	ENGLISH_LIKE	26	"Harmony was restored.
Everything had been for this moment."
es	outcome.success.hard.pool	ENGLISH_LIKE	27	"Time slipped by in silence,
tucked away in the corners of memory."
es	outcome.success.hard.pool	ENGLISH_LIKE	28	"The sky shifted in color,
and one story came to its end."
es	outcome.success.hard.pool	ENGLISH_LIKE	29	"The waves grew calm,
and the sea hid its depths once more."
es	outcome.success.hard.pool	ENGLISH_LIKE	30	"The footsteps stopped,
and only the place remained."
es	outcome.success.hard.pool	ENGLISH_LIKE	31	"Victory and defeat 
are nothing more than grains of sand."
es	outcome.success.hard.pool	ENGLISH_LIKE	32	"The road goes on—or it ends.
Either way, it lies on the same earth."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	1	"Time ran out.
Nothing else did."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	2	"The treasure can wait.
So can you."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	3	"Breathe in.
Then again."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	4	"That’s all for now.
On to the next step."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	5	"You're still here.
That’s what matters."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	6	"The run ended.
You didn’t."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	7	"TIME'S UP.
The run ended.
You didn't."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	8	"TIME'S UP.
The rules don’t change.
Again."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	9	"TIME'S UP.
“So close” is real."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	10	"The sun sank,
and shadow covered the world once again."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	11	"The last grains of sand fell,
and the story quietly came to a close."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	12	"The wind swept through,
and the footprints vanished without a trace."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	13	"The tide came in,
What once had been there returned to the sea."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	14	"Silence.
Only time passed through."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	15	"Victory and defeat 
are nothing more than grains of sand."
es	outcome.timeup.easy.pool	ENGLISH_LIKE	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	1	"The distance closed.
Time did not."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	2	"The world kept its rules.
You touched the edge."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	3	"You didn’t make it.
But the signal was real."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	4	"Some treasures still await.
Let’s try a different path."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	5	"The result remained.
The position changed."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	6	"Time ran out.
Meaning didn't."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	7	"So close.
The sound said so."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	8	"The map is still open.
Come back to it."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	9	"The world’s rules stood firm.
The signal of possibility was real."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	10	The world kept its rules.
es	outcome.timeup.normal.pool	ENGLISH_LIKE	11	"The moment passed.
The record remains."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	12	"The sun sank,
and shadow covered the world once again."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	13	"The last grains of sand fell,
and the story quietly came to a close."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	14	"The wind swept through,
and the footprints vanished without a trace."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	15	"The tide came in,
What once had been there returned to the sea."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	16	"Silence.
Only time passed through."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	17	"Victory and defeat 
are nothing more than grains of sand."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	19	"> Time ran out.
> 
> Nothing else did."
es	outcome.timeup.normal.pool	ENGLISH_LIKE	20	"> The outcome didn’t change.
> 
> But your position did."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	1	"Even the aurora fades.
Come back with a new stride."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	2	"In a fragile world,
haste shatters clarity before it can be found."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	3	"The moment slipped away.
The meaning did not."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	4	"Winter is patient.
Be the same."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	5	"The sky kept moving.
So will you."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	6	"The story moves on.
The end is not yet."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	7	"The stars were there, watching.
Again."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	8	"Ice takes its time.
Neither do you."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	9	"The sky kept moving.
So can you."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	10	"The north has learned to wait.
So should you."
es	outcome.timeup.hard.pool	ASCII_LIKE	11	"This is an interlude
—It’s not over."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	12	"Like drifting clouds,
don’t lose your flow—like a river."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	14	"You were closing in.
Only time wasn’t."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	15	"The world held to its rules.
You touched the edge of them."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	16	"You didn’t reach the treasure. 
But the signal was real."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	17	"Nothing changed.
Only your position did."
es	outcome.timeup.hard.pool	ASCII_LIKE	18	"It wasn’t luck.
Alignment."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	19	"The moment slipped away,
but the record stayed."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	20	"You crossed fragile ground
and left the horizon unbroken."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	22	"The sun sank,
and shadow covered the world once again."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	23	"The last grains of sand fell,
and the story quietly came to a close."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	24	"The wind swept through,
and the footprints vanished without a trace."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	25	"The tide came in,
What once had been there returned to the sea."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	26	"Silence.
Only time passed through."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	27	"Victory and defeat 
are nothing more than grains of sand."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	28	"The road goes on—or it ends.
Either way, it lies on the same earth."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	29	"The season closed.
The land remained."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	30	"The path The path remains.
Only your steps stopped."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	31	"Your time ran out.
The sky didn’t."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	32	"It wasn’t rejection.
Only silence."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	33	"The world is still intact.
You can return—changed."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	34	"The season ended.
The forest remains."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	35	"The distance was closing.
Time kept its rhythm."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	36	"Your time came to a halt.
The sky kept moving."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	37	"Not rejection
Just silence."
es	outcome.timeup.hard.pool	ENGLISH_LIKE	38	"The path is still here.
You can come back—changed."
fi	outcome.success.easy.pool	ENGLISH_LIKE	1	"You’ve made it.
The truth remains."
fi	outcome.success.easy.pool	ENGLISH_LIKE	2	"Even if it was only a small step,
you held your ground."
fi	outcome.success.easy.pool	ENGLISH_LIKE	3	"You listened.
 The path opened."
fi	outcome.success.easy.pool	ENGLISH_LIKE	4	"> You made it here
> 
> The rules were simple —
> 
> the choice was yours."
fi	outcome.success.easy.pool	ENGLISH_LIKE	5	"> Distance became meaning.
> 
> and time answered your footsteps."
fi	outcome.success.easy.pool	ENGLISH_LIKE	6	"> Not everything shines forever.
> 
> But this moment did."
fi	outcome.success.easy.pool	ENGLISH_LIKE	7	"Light fell evenly, ,
and every shadow vanished."
fi	outcome.success.easy.pool	ENGLISH_LIKE	8	"The wind fell silent.
and everything returned to where it belonged."
fi	outcome.success.easy.pool	ENGLISH_LIKE	9	"A moment of silence.
The world steadied its breath."
fi	outcome.success.easy.pool	ENGLISH_LIKE	10	"The record is etched deep in the sand—
beyond the reach of the wind."
fi	outcome.success.easy.pool	ENGLISH_LIKE	11	"Harmony was restored.
Everything had been for this moment."
fi	outcome.success.easy.pool	ENGLISH_LIKE	12	"Time slipped by in silence,
tucked away in the corners of memory."
fi	outcome.success.easy.pool	ENGLISH_LIKE	13	"The sky shifted in color,
and one story came to its end."
fi	outcome.success.easy.pool	ENGLISH_LIKE	14	"The waves grew calm,
and the sea hid its depths once more."
fi	outcome.success.easy.pool	ENGLISH_LIKE	15	"The footsteps stopped,
and only the place remained."
fi	outcome.success.easy.pool	ENGLISH_LIKE	16	"Victory and defeat 
are nothing more than grains of sand."
fi	outcome.success.easy.pool	ENGLISH_LIKE	17	"The road goes on—or it ends.
Either way, it lies on the same earth."
fi	outcome.success.normal.pool	ENGLISH_LIKE	1	"The distance has found its meaning.
Time has rewarded your journey."
fi	outcome.success.normal.pool	ENGLISH_LIKE	2	"The time is up.
but the rest is far from over."
fi	outcome.success.normal.pool	ENGLISH_LIKE	3	"The axis is found.
the world has cased its motion."
fi	outcome.success.normal.pool	ENGLISH_LIKE	4	"The glass held its breath,
and you held your ground."
fi	outcome.success.normal.pool	ENGLISH_LIKE	5	"Under the stillness of the sky,
your spirit did not waver."
fi	outcome.success.normal.pool	ENGLISH_LIKE	6	"Few things shine forever.
but this moment was radiant."
fi	outcome.success.normal.pool	ENGLISH_LIKE	7	"You traversed the fragile earth,
without losing the view."
fi	outcome.success.normal.pool	ENGLISH_LIKE	8	"The moment has passed.
The legacy remains."
fi	outcome.success.normal.pool	ASCII_LIKE	9	"Luck fades fast.
order endures."
fi	outcome.success.normal.pool	ENGLISH_LIKE	10	"The sky knows no pause in endless circle,
nor shall you find yours."
fi	outcome.success.normal.pool	ENGLISH_LIKE	11	"The center has been reached.
The world stood still."
fi	outcome.success.normal.pool	ENGLISH_LIKE	12	"Finally here.
The truth remains unyielding."
fi	outcome.success.normal.pool	ENGLISH_LIKE	13	"You have seen it through.
And mark this: it was you, and no one else, who chose this path."
fi	outcome.success.normal.pool	ENGLISH_LIKE	14	"Time drifted into silence,
finding its place in the recesses of the mind."
fi	outcome.success.normal.pool	ENGLISH_LIKE	15	"As the sky transformed,
the tale found its final resolved."
fi	outcome.success.normal.pool	ENGLISH_LIKE	16	"The waters fell calm,
and the sky once more veiled its abyss."
fi	outcome.success.normal.pool	ENGLISH_LIKE	17	"The footsteps ceased,
only the place remained."
fi	outcome.success.normal.pool	ENGLISH_LIKE	18	"Light fell evenly, ,
and every shadow vanished."
fi	outcome.success.normal.pool	ENGLISH_LIKE	19	"The wind fell silent.
and everything returned to where it belonged."
fi	outcome.success.normal.pool	ENGLISH_LIKE	20	"A moment of silence.
The world steadied its breath."
fi	outcome.success.normal.pool	ENGLISH_LIKE	21	"The record is etched deep in the sand—
beyond the reach of the wind."
fi	outcome.success.normal.pool	ENGLISH_LIKE	22	"Harmony was restored.
Everything had been for this moment."
fi	outcome.success.normal.pool	ENGLISH_LIKE	23	"RUN COMPLETE.
Clear. Found it.
That's enough."
fi	outcome.success.normal.pool	ENGLISH_LIKE	24	"RUN COMPLETE.
The path held.
So did you."
fi	outcome.success.normal.pool	ENGLISH_LIKE	25	"The sky has kept moving.
So can you."
fi	outcome.success.normal.pool	ENGLISH_LIKE	26	"RUN COMPLETE.
A quiet result.
The weight of real work."
fi	outcome.success.normal.pool	ENGLISH_LIKE	27	"You only walked the path
the world had laid out for you."
fi	outcome.success.normal.pool	ENGLISH_LIKE	28	"The ground didn’t give way.
It trusted your steps."
fi	outcome.success.normal.pool	ENGLISH_LIKE	29	"This moment aligned
with the stars’ ancient rhythm."
fi	outcome.success.normal.pool	ENGLISH_LIKE	30	"You didn’t take anything.
 You understood something."
fi	outcome.success.normal.pool	ENGLISH_LIKE	31	"You didn’t gain a thing.
You only saw the truth for what it was."
fi	outcome.success.normal.pool	ENGLISH_LIKE	32	"You didn’t take this place.
You belonged here."
fi	outcome.success.normal.pool	ENGLISH_LIKE	33	"You walked a road
older than memory itself."
fi	outcome.success.normal.pool	ENGLISH_LIKE	34	"The earth did not resist.
It recognized you."
fi	outcome.success.normal.pool	ENGLISH_LIKE	35	"This moment aligned
 with the stillness of the stars."
fi	outcome.success.hard.pool	ENGLISH_LIKE	1	"In the north wind,
clarity outlasts speed."
fi	outcome.success.hard.pool	ENGLISH_LIKE	2	"The center was found.
 The world came to rest."
fi	outcome.success.hard.pool	ENGLISH_LIKE	3	"The stars stay silent.
Your record does the speaking."
fi	outcome.success.hard.pool	ENGLISH_LIKE	4	"The result  remained.
The position changed."
